strava_id,name,type,date,distance,duration,pace,title,source
13591740543,Jessica,Run,2025-02-10 16:36:37,3.079958243752097,1880,10.17153330805208,Morning Run,Strava
13565969656,Jessica,Run,2025-02-07 17:19:41,4.003380267687375,2244,9.342505514919308,Underdressed 🥶,Strava
13558886944,Jessica,Run,2025-02-06 19:49:29,3.0076925944797246,1793,9.934197530864196,Afternoon Run,Strava
13547439245,Jessica,Run,2025-02-05 14:59:42,4.012203760547802,2463,10.22972285786931,Morning Run,Strava
13529906635,Jessica,Run,2025-02-03 17:19:39,2.2645929387202206,1335,9.825030525030526,Lunch Run,Strava
13523391687,Jessica,Run,2025-02-02 20:10:31,4.390744031714864,2762,10.485665884805838,Afternoon Run,Strava
13502643154,Jessica,Run,2025-01-31 15:45:57,3.5122472566393674,2111,10.015807816778691,Morning Run,Strava
13494690366,Jessica,Run,2025-01-30 17:45:57,3.0247803447375943,1861,10.253185524974516,Lunch Run,Strava
13484561922,Jessica,Run,2025-01-29 15:12:07,3.068711397218736,1887,10.249267609221755,Morning Run,Strava
13467999416,Jessica,Run,2025-01-27 18:06:53,5.00335541277791,3009,10.023293472845042,Lunch Run,Strava
13451061491,Jessica,Run,2025-01-25 17:56:05,4.002634620403396,2518,10.485665884805838,"My treadmill legs were given a big, hilly dose of reality.",Strava
13433653049,Jessica,Run,2025-01-23 18:00:51,3.004399318975481,1735,9.624088027747877,Lunch Run,Strava
13415537134,Jessica,Run,2025-01-21 16:50:58,3.003902220786161,1822,10.110189722326925,Morning Run,Strava
13391119586,Jessica,Run,2025-01-18 20:22:15,3.0048964171648005,1681,9.32302166608736,Afternoon Run,Strava
13380103624,Jessica,Run,2025-01-17 16:22:51,1.7838989896479303,1037,9.690149325626205,Assist from my personal pacer,Strava
13379897924,Jessica,Run,2025-01-17 15:53:24,1.7573663737929834,1090,10.33615928066795,Morning Run,Strava
13363406883,Jessica,Run,2025-01-15 17:24:44,3.0055177899014502,1783,9.88659540484089,Lunch Run,Strava
13344693959,Jessica,Run,2025-01-13 16:53:35,3.003777946238831,1894,10.510318704284222,Morning Run,Strava
13310039471,Jessica,Run,2025-01-09 18:06:54,3.00713335901674,1803,9.993417784401391,Lunch Run,Strava
13300035445,Jessica,Run,2025-01-08 15:31:29,3.005704201722445,1701,9.431200187529301,Morning Run,Strava
13282805214,Jessica,Run,2025-01-06 17:09:27,3.0047721426174707,1793,9.945247806204424,Lunch Run,Strava
13248339286,Jessica,Run,2025-01-02 17:23:09,3.0045857307964754,1728,9.586252084822492,Lunch Run,Strava
13224654535,Jessica,Run,2024-12-30 15:56:44,4.0040016404240255,2476,10.304392367780764,Today is 10k steps everyday for 6 years!👣,Strava
13176598938,Jessica,Run,2024-12-23 18:55:34,4.112928281158736,2416,9.789172749391726,Lunch Run,Strava
13162587095,Jessica,Run,2024-12-21 15:25:57,4.007046366833609,2606,10.837306397306397,Took off glove to take picture; immediately regretted ,Strava
13143705242,Jessica,Run,2024-12-18 17:50:31,3.3291287111486696,2070,10.364116434827409,Lunch Run,Strava
13129368741,Jessica,Run,2024-12-16 18:18:35,3.0076925944797246,1822,10.094969263580479,Lunch Run,Strava
13103676202,Jessica,Run,2024-12-12 23:47:37,2.013558353113699,1128,9.336001856363847,Never ever wait until after supper to get my steps 😩,Strava
13080252280,Jessica,Run,2024-12-09 17:29:19,3.0032808480495112,1852,10.27675606641124,Lunch Run,Strava
13074856241,Jessica,Run,2024-12-08 19:11:16,4.792834329600955,2784,9.679658366414051,Shorts and T-shirt ☀️,Strava
13053529787,Jessica,Run,2024-12-05 17:16:17,3.008065418121715,1682,9.319782256196433,Lost feeling in my toes within the first 5 minutes😩,Strava
13039065021,Jessica,Run,2024-12-03 17:10:17,3.016081126424497,1813,10.019549246669156,Sidewalks need another day 🧊,Strava
13010022194,Jessica,Run,2024-11-29 16:03:51,4.007046366833609,2579,10.728933333333334,🥶,Strava
13002541162,Jessica,Run,2024-11-28 14:04:46,4.002572483129731,3825,15.927751385589866,Family turkey trot,Strava
12996940034,Jessica,Run,2024-11-27 18:17:26,4.008040563212249,2496,10.38015995872033,Lunch Run,Strava
12980769207,Jessica,Run,2024-11-25 16:09:21,3.010053810878994,1740,9.634458812260537,Morning Run,Strava
12959104662,Jessica,Run,2024-11-22 15:55:41,3.0572781388643793,1786,9.735874168179068,Just the change I needed!,Strava
12952101296,Jessica,Run,2024-11-21 15:13:44,3.0055799271751154,1767,9.79990256972354,Morning Run,Strava
12937962496,Jessica,Run,2024-11-19 17:13:57,3.0051449662594605,1882,10.436705577172503,Mood,Strava
12922903802,Jessica,Run,2024-11-17 14:42:52,3.137932320081524,1960,10.408355969473549,Morning Run,Strava
12922526999,Jessica,Run,2024-11-17 14:21:36,0.4101681434625375,364,14.794447508733223,My littlest turkey wanted to train for the trot.,Strava
12916829457,Jessica,Run,2024-11-16 20:47:44,2.004113487516622,1134,9.431200187529301,Afternoon Run,Strava
12900980772,Jessica,Run,2024-11-14 17:40:10,6.258776889905179,3688,9.82143293055047,Smiles are fake 🤪,Strava
12892003407,Jessica,Run,2024-11-13 14:50:51,3.0083139672163743,1802,9.982260265475748,Beat the rain!,Strava
12883668422,Jessica,Run,2024-11-12 13:48:53,3.02260554015932,1779,9.8106559375762,Morning Run,Strava
12871454317,Jessica,Run,2024-11-10 21:06:12,3.0058906135434404,1802,9.98969584109249,Afternoon Run,Strava
12853762014,Jessica,Run,2024-11-08 17:45:03,3.008935339953024,1747,9.676166426166427,Perfect conditions but zero motivation😬,Strava
12838472255,Jessica,Run,2024-11-06 17:09:35,3.5083326083984745,2056,9.76778344258315,Lunch Run,Strava
12821874808,Jessica,Run,2024-11-04 16:09:10,4.010588191432513,2363,9.82143293055047,Should have popped in the contacts 🌧️,Strava
12806588399,Jessica,Run,2024-11-02 16:08:04,3.1465072638472917,1958,10.372131992781645,"Some running, some walking, some company, some alone. All wonderful.",Strava
12789640669,Jessica,Run,2024-10-31 13:40:51,3.201871574682789,1927,10.030790326601846,Morning Run,Strava
12773990632,Jessica,Run,2024-10-29 15:03:26,3.007816869027055,1761,9.757123802594883,Less than ideal conditions 🥵💨🍃,Strava
12749569662,Jessica,Run,2024-10-26 14:26:08,1.52739632395889,850,9.274665744582757,Short on time but needed some steps.,Strava
12743410845,Jessica,Run,2024-10-25 18:43:16,3.0080032808480492,1744,9.662223823246878,Listened to Joe Nichols new album 🤠,Strava
12727984132,Jessica,Run,2024-10-23 18:01:55,3.006946947195745,1724,9.555515971974826,Afternoon Run,Strava
12717967592,Jessica,Run,2024-10-22 15:05:08,5.008947767407758,2951,9.817837969741337,Lonely miles,Strava
12693470611,Jessica,Run,2024-10-19 14:20:19,3.00750618265873,1795,9.948936696340256,Morning Run,Strava
12678587579,Jessica,Run,2024-10-17 15:55:17,3.048889606919607,1891,10.33615928066795,Morning Run,Strava
12670094913,Jessica,Run,2024-10-16 14:44:58,3.00601488809077,1805,10.008333333333333,So much better than gravel hills🤪,Strava
12638042245,Jessica,Run,2024-10-12 14:20:00,4.005927895907639,2743,11.413758865248226,👎would not recommend,Strava
12630206170,Jessica,Run,2024-10-11 13:53:38,3.0084382417637046,1802,9.982260265475748,Run w robin,Strava
12622044322,Jessica,Run,2024-10-10 14:17:51,4.093230765406937,2372,9.658744448445564,Morning Run,Strava
12606397424,Jessica,Run,2024-10-08 15:09:14,3.0044614562491456,1817,10.079794563447326,Morning Run,Strava
12598173271,Jessica,Run,2024-10-07 14:48:55,3.1631600531895065,1775,9.352278010227801,Eduardo made me do it,Strava
12590306290,Jessica,Run,2024-10-06 12:56:07,4.042402475548983,2587,10.6649436713055,Morning Run,Strava
12566058837,Jessica,Run,2024-10-03 16:16:23,3.113077410615532,1873,10.027040498442368,Lunch Run,Strava
12556964179,Jessica,Run,2024-10-02 14:01:45,4.0039395031503595,2439,10.152283623517537,Morning Run,Strava
12539382970,Jessica,Run,2024-09-30 11:36:17,3.004399318975481,1966,10.907821607699606,Morning Run,Strava
12515256071,Jessica,Run,2024-09-27 11:18:22,3.008500379037369,1980,10.970279481935924,Morning Run,Strava
12501012939,Jessica,Run,2024-09-25 13:58:13,3.4422806864926,2088,10.110189722326925,Morning Run,Strava
12451435625,Jessica,Run,2024-09-19 15:16:10,3.00763045720606,1978,10.96131317259229,Morning Run,Strava
12433228343,Jessica,Run,2024-09-17 14:10:34,3.0055177899014502,1869,10.364116434827409,Morning Run,Strava
12416657653,Jessica,Run,2024-09-15 12:52:12,3.0277629338735133,1923,10.584977637463826,Morning Run,Strava
12392210376,Jessica,Run,2024-09-12 14:00:24,3.00601488809077,1847,10.241440753468243,Morning Run,Strava
12375277083,Jessica,Run,2024-09-10 14:17:45,3.006325574459095,1791,9.930519560656547,Morning Run,Strava
12333065026,Jessica,Run,2024-09-05 13:51:17,3.013284949109573,1902,10.518562091503268,Morning Run,Strava
12315967545,Jessica,Run,2024-09-03 15:21:01,3.0086867908583645,1840,10.190856129685915,Morning Run,Strava
12230639694,Jessica,Run,2024-08-24 13:13:28,2.9062224265848116,1764,10.117817175908463,Morning Run,Strava
12154066790,Jessica,Run,2024-08-15 13:08:45,3.014154870940883,1874,10.364116434827409,Morning Run,Strava
12136923518,Jessica,Run,2024-08-13 13:27:57,3.0084382417637046,1922,10.648008468969167,Morning Run,Strava
12123911608,Jessica,Run,2024-08-11 22:03:09,3.006449849006425,1869,10.360113299858375,Afternoon Run,Strava
11969912130,Jessica,Run,2024-07-24 14:33:20,3.251767805435769,2159,11.06531903190319,Morning Run,Strava
11961390199,Jessica,Run,2024-07-23 15:38:12,1.7997439944325004,1145,10.601712779973651,Morning Run,Strava
11869807697,Jessica,Run,2024-07-12 12:25:40,3.0048964171648005,1851,10.264957264957264,Morning Run,Strava
11831371458,Jessica,Run,2024-07-07 15:18:26,4.008040563212249,2580,10.728933333333334,Morning Run,Strava
11814657667,Jessica,Run,2024-07-05 13:34:24,4.006735680465284,2515,10.461128445137804,Morning Run,Strava
11792549563,Jessica,Run,2024-07-02 18:08:40,2.5834814271689015,1564,10.091171306746928,Afternoon Run,Strava
11776061064,Jessica,Run,2024-06-30 14:32:53,4.0299128835423215,2571,10.631126965253005,Morning Run,Strava
11762020122,Jessica,Run,2024-06-28 19:20:45,3.007568319932395,1793,9.934197530864196,Afternoon Run,Strava
11754741373,Jessica,Run,2024-06-27 19:07:17,2.9806007431617934,1622,9.070792469845564,Afternoon Run,Strava
11744425732,Jessica,Run,2024-06-26 13:39:50,2.6385971889097393,1581,9.985976669148672,Morning Run,Strava
11727593633,Jessica,Run,2024-06-24 13:18:01,2.6729591012464735,1565,9.757123802594883,Morning Run,Strava
11719896849,Jessica,Run,2024-06-23 12:48:18,1.0092957361402812,573,9.46114050558495,Morning Run,Strava
11719791397,Jessica,Run,2024-06-23 12:27:28,2.0107000385251097,1101,9.126346829987524,Morning Run,Strava
11689575095,Jessica,Run,2024-06-19 13:51:20,2.6152957112853716,1548,9.864778717665809,Morning Run,Strava
11681116628,Jessica,Run,2024-06-18 13:30:47,1.0059403233623723,583,9.658744448445564,Morning Run,Strava
11681044275,Jessica,Run,2024-06-18 13:02:34,2.6000099419637865,1550,9.934197530864196,Morning Run,Strava
11650859419,Jessica,Run,2024-06-14 14:13:15,1.9709321833795221,1115,9.42788517867604,Morning Run,Strava
11645489800,Jessica,Run,2024-06-13 18:29:10,2.534206569152572,1528,10.049581616085925,Afternoon Run,Strava
11627738076,Jessica,Run,2024-06-11 15:42:52,1.0107248934345756,540,8.905157149181054,Morning Run,Strava
11621200523,Jessica,Run,2024-06-10 17:58:15,3.157940522201648,1858,9.807068860450945,Lunch Run,Strava
11595065244,Jessica,Run,2024-06-07 11:29:30,3.00713335901674,1808,10.019549246669156,Morning Run,Strava
11579392860,Jessica,Run,2024-06-05 12:27:26,3.0309319348304276,1782,9.79990256972354,Morning Run,Strava
11563165972,Jessica,Run,2024-06-03 13:01:24,3.0162675382454918,1848,10.210252506027155,Morning Run,Strava
11531789182,Jessica,Run,2024-05-30 11:11:05,3.0221084419700004,1836,10.1254561469737,Morning Run,Strava
11517701247,Jessica,Run,2024-05-28 15:26:14,4.006362856823294,2364,9.835839139469503,Morning Run,Strava
11464272990,Jessica,Run,2024-05-21 15:45:34,3.1038189568394503,1851,9.937878226503644,Morning Run,Strava
11455765907,Jessica,Run,2024-05-20 14:04:37,3.566182410180571,2132,9.963719663199603,Morning Run,Strava
11425879126,Jessica,Run,2024-05-16 17:12:30,3.1569463258230086,1829,9.655267578593712,Lunch Run,Strava
11409413637,Jessica,Run,2024-05-14 15:34:05,3.00663626082742,1872,10.376144422952933,Morning Run,Strava
11400732842,Jessica,Run,2024-05-13 13:57:23,3.0190637155604163,1836,10.136936255983874,Morning Run,Strava
11377826499,Jessica,Run,2024-05-10 14:31:51,3.2424472143860217,1982,10.186985694391694,Morning Run,Strava
11369769319,Jessica,Run,2024-05-09 14:04:46,3.1565735021810184,1824,9.630999401555954,Morning Run,Strava
11353249613,Jessica,Run,2024-05-07 14:02:34,3.009867399057999,1801,9.971127633209418,Morning Run,Strava
11346815365,Jessica,Run,2024-05-06 16:17:50,4.0059900331813045,2538,10.55997375328084,Lunch Run,Strava
11322825346,Jessica,Run,2024-05-03 13:53:37,4.007792014117588,2381,9.901193552356343,Morning Run,Strava
11299047294,Jessica,Run,2024-04-30 13:56:01,3.109970546932283,1835,9.832233626588465,Morning Run,Strava
11291450405,Jessica,Run,2024-04-29 14:52:10,4.003566679508371,2444,10.17539200809307,Morning Run,Strava
11285380102,Jessica,Run,2024-04-28 16:19:13,3.0086867908583645,1777,9.843058103975535,Lunch Run,Strava
11277964660,Jessica,Run,2024-04-27 18:19:39,3.0216113437806804,1739,9.593109203624225,Afternoon Run,Strava
11262124749,Jessica,Run,2024-04-25 15:36:29,3.0060770253644353,1749,9.697155941190648,Morning Run,Strava
11247180875,Jessica,Run,2024-04-23 16:08:06,2.006909664831546,1132,9.401448767379366,Lunch Run,Strava
11240099038,Jessica,Run,2024-04-22 16:55:55,3.0213006574123558,1801,9.934197530864196,Lunch Run,Strava
11217849895,Jessica,Run,2024-04-19 15:12:15,5.450308822250115,3338,10.206367326230339,Morning Run,Strava
11202891756,Jessica,Run,2024-04-17 14:13:50,2.814694222476295,1689,10.000869997514293,Morning Run,Strava
11188568917,Jessica,Run,2024-04-15 15:51:06,3.1527831284874543,1935,10.22972285786931,Morning Run,Strava
11175215119,Jessica,Run,2024-04-13 20:23:44,3.0055799271751154,1842,10.214140644833714,Afternoon Run,Strava
11165579954,Jessica,Run,2024-04-12 16:10:22,3.079088321920788,1799,9.739409343984507,Lunch Run,Strava
11150490368,Jessica,Run,2024-04-10 15:31:30,4.010153230516858,2333,9.697155941190648,Morning Run,Strava
11142559414,Jessica,Run,2024-04-09 15:23:11,3.007568319932395,1898,10.518562091503268,Morning Run,Strava
11137741894,Jessica,Run,2024-04-08 21:30:52,3.0510644114978813,1718,9.385001166316771,Afternoon Run,Strava
11129771054,Jessica,Run,2024-04-07 17:42:21,3.007816869027055,1744,9.662223823246878,Lunch Run,Strava
11112502881,Jessica,Run,2024-04-05 15:17:57,3.0076925944797246,1787,9.901193552356343,Morning Run,Strava
11106473448,Jessica,Run,2024-04-04 16:32:29,6.009420010687612,3587,9.948936696340256,Lunch Run,Strava
11100560324,Jessica,Run,2024-04-03 19:32:27,3.0059527508171056,1765,9.78560136203332,Afternoon Run,Strava
11091554399,Jessica,Run,2024-04-02 15:49:19,3.1616687586215466,1783,9.39815463676711,Morning Run,Strava
11083877294,Jessica,Run,2024-04-01 13:55:24,3.157319149464998,1878,9.912170485341218,Morning Run,Strava
11079951241,Jessica,Run,2024-03-31 23:35:47,2.052021325512322,1325,10.763376136971642,Evening Run,Strava
11072630413,Jessica,Run,2024-03-30 20:49:07,2.524388879913505,1585,10.465210040317336,Ended up chasing the kids through the field.,Strava
11063710397,Jessica,Run,2024-03-29 17:25:53,3.0080032808480492,1754,9.718236714975847,Lunch Run,Strava
11055420492,Jessica,Run,2024-03-28 13:54:34,3.1565735021810184,1851,9.774902818270164,Morning Run,Strava
11049565130,Jessica,Run,2024-03-27 15:43:15,5.079411435743846,3002,9.850287672909781,Morning Run,Strava
11041802978,Jessica,Run,2024-03-26 13:46:26,3.284762697751874,1968,9.985976669148672,Morning Run,Strava
11036533566,Jessica,Run,2024-03-25 18:05:17,3.007444045385065,1799,9.971127633209418,Afternoon Run,Strava
11031373081,Jessica,Run,2024-03-24 20:25:37,3.0068848099220804,1802,9.98969584109249,Afternoon Run,Strava
